O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Index
11-9161.00,Emergency Management Directors,17-2111.01,Industrial Safety and Health Engineers,4
11-9161.00,Emergency Management Directors,33-1012.00,First-Line Supervisors of Police and Detectives,5
11-9161.00,Emergency Management Directors,11-3071.03,Logistics Managers,6
11-9161.00,Emergency Management Directors,11-9151.00,Social and Community Service Managers,7
11-9161.00,Emergency Management Directors,11-3071.01,Transportation Managers,8
11-9161.00,Emergency Management Directors,11-1021.00,General and Operations Managers,9
11-9161.00,Emergency Management Directors,11-3131.00,Training and Development Managers,10
11-9199.01,Regulatory Affairs Managers,13-1041.07,Regulatory Affairs Specialists,1
11-9199.01,Regulatory Affairs Managers,11-9121.01,Clinical Research Coordinators,2
11-9199.01,Regulatory Affairs Managers,13-1111.00,Management Analysts,3
11-9199.01,Regulatory Affairs Managers,13-1071.00,Human Resources Specialists,4
11-9199.01,Regulatory Affairs Managers,13-1151.00,Training and Development Specialists,5
11-9199.01,Regulatory Affairs Managers,13-2011.02,Auditors,6
11-9199.01,Regulatory Affairs Managers,11-3071.01,Transportation Managers,7
11-9199.01,Regulatory Affairs Managers,13-2099.04,"Fraud Examiners, Investigators and Analysts",8
11-9199.01,Regulatory Affairs Managers,11-3121.00,Human Resources Managers,9
11-9199.01,Regulatory Affairs Managers,11-3111.00,Compensation and Benefits Managers,10
11-9199.04,Supply Chain Managers,11-3071.03,Logistics Managers,1
11-9199.04,Supply Chain Managers,11-3071.01,Transportation Managers,2
11-9199.04,Supply Chain Managers,11-3061.00,Purchasing Managers,3
11-9199.04,Supply Chain Managers,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",4
11-9199.04,Supply Chain Managers,13-1081.02,Logistics Analysts,5
11-9199.04,Supply Chain Managers,13-2099.02,Risk Management Specialists,6
11-9199.04,Supply Chain Managers,13-2011.02,Auditors,7
11-9199.04,Supply Chain Managers,13-1081.00,Logisticians,8
11-9199.04,Supply Chain Managers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,9
11-9199.04,Supply Chain Managers,11-3071.02,Storage and Distribution Managers,10
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",27-3031.00,Public Relations Specialists,1
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",11-2011.00,Advertising and Promotions Managers,2
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",41-3021.00,Insurance Sales Agents,3
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",11-2031.00,Public Relations and Fundraising Managers,4
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",27-3043.04,Copy Writers,5
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",27-2012.04,Talent Directors,6
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",13-1071.00,Human Resources Specialists,7
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",41-3031.02,"Sales Agents, Financial Services",8
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",11-2021.00,Marketing Managers,9
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",13-1121.00,"Meeting, Convention, and Event Planners",10
13-1021.00,"Buyers and Purchasing Agents, Farm Products",13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",1
13-1021.00,"Buyers and Purchasing Agents, Farm Products",11-3011.00,Administrative Services Managers,2
13-1021.00,"Buyers and Purchasing Agents, Farm Products",41-9021.00,Real Estate Brokers,3
13-1021.00,"Buyers and Purchasing Agents, Farm Products",13-1199.03,Customs Brokers,4
13-1021.00,"Buyers and Purchasing Agents, Farm Products",43-3061.00,Procurement Clerks,5
13-1021.00,"Buyers and Purchasing Agents, Farm Products",13-1031.02,"Insurance Adjusters, Examiners, and Investigators",6
13-1021.00,"Buyers and Purchasing Agents, Farm Products",41-9022.00,Real Estate Sales Agents,7
13-1021.00,"Buyers and Purchasing Agents, Farm Products",53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8
13-1021.00,"Buyers and Purchasing Agents, Farm Products",11-1021.00,General and Operations Managers,9
13-1021.00,"Buyers and Purchasing Agents, Farm Products",45-2011.00,Agricultural Inspectors,10
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",11-3011.00,Administrative Services Managers,1
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",13-1021.00,"Buyers and Purchasing Agents, Farm Products",2
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",11-9141.00,"Property, Real Estate, and Community Association Managers",3
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",11-1021.00,General and Operations Managers,4
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,5
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",43-3061.00,Procurement Clerks,6
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",41-9021.00,Real Estate Brokers,7
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",13-2072.00,Loan Officers,8
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",13-1199.03,Customs Brokers,9
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",10
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",11-3061.00,Purchasing Managers,1
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",11-3071.03,Logistics Managers,2
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",11-9199.04,Supply Chain Managers,3
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",11-3071.01,Transportation Managers,4
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1081.02,Logistics Analysts,5
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1081.00,Logisticians,6
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1051.00,Cost Estimators,7
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1111.00,Management Analysts,8
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-2099.02,Risk Management Specialists,9
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,10
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-1031.02,"Insurance Adjusters, Examiners, and Investigators",1
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-2099.04,"Fraud Examiners, Investigators and Analysts",2
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-1041.03,Equal Opportunity Representatives and Officers,3
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",4
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-2053.00,Insurance Underwriters,5
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-2041.00,Credit Analysts,6
13-1031.01,"Claims Examiners, Property and Casualty Insurance",13-1071.00,Human Resources Specialists,7
13-1031.01,"Claims Examiners, Property and Casualty Insurance",41-3031.02,"Sales Agents, Financial Services",8
13-1031.01,"Claims Examiners, Property and Casualty Insurance",41-3021.00,Insurance Sales Agents,9
13-1031.01,"Claims Examiners, Property and Casualty Insurance",43-4131.00,Loan Interviewers and Clerks,10
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",13-2021.01,Assessors,1
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",13-1031.01,"Claims Examiners, Property and Casualty Insurance",2
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",43-3061.00,Procurement Clerks,3
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",4
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",43-4011.00,Brokerage Clerks,5
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",43-4131.00,Loan Interviewers and Clerks,6
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",23-2011.00,Paralegals and Legal Assistants,7
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",11-3011.00,Administrative Services Managers,8
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",13-2072.00,Loan Officers,9
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",43-4061.00,"Eligibility Interviewers, Government Programs",10
13-1032.00,"Insurance Appraisers, Auto Damage",41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1
13-1032.00,"Insurance Appraisers, Auto Damage",33-9021.00,Private Detectives and Investigators,2
13-1032.00,"Insurance Appraisers, Auto Damage",13-1031.02,"Insurance Adjusters, Examiners, and Investigators",3
13-1032.00,"Insurance Appraisers, Auto Damage",41-9021.00,Real Estate Brokers,4
13-1032.00,"Insurance Appraisers, Auto Damage",13-2021.01,Assessors,5
13-1032.00,"Insurance Appraisers, Auto Damage",43-3061.00,Procurement Clerks,6
13-1032.00,"Insurance Appraisers, Auto Damage",13-2021.02,"Appraisers, Real Estate",7
13-1032.00,"Insurance Appraisers, Auto Damage",43-3021.02,"Billing, Cost, and Rate Clerks",8
13-1032.00,"Insurance Appraisers, Auto Damage",41-2022.00,Parts Salespersons,9
13-1032.00,"Insurance Appraisers, Auto Damage",41-2031.00,Retail Salespersons,10
13-1041.01,Environmental Compliance Inspectors,19-2041.00,"Environmental Scientists and Specialists, Including Health",1
13-1041.01,Environmental Compliance Inspectors,19-1031.01,Soil and Water Conservationists,2
13-1041.01,Environmental Compliance Inspectors,29-9011.00,Occupational Health and Safety Specialists,3
13-1041.01,Environmental Compliance Inspectors,19-4091.00,"Environmental Science and Protection Technicians, Including Health",4
13-1041.01,Environmental Compliance Inspectors,19-2043.00,Hydrologists,5
13-1041.01,Environmental Compliance Inspectors,17-2111.03,Product Safety Engineers,6
13-1041.01,Environmental Compliance Inspectors,45-2011.00,Agricultural Inspectors,7
13-1041.01,Environmental Compliance Inspectors,19-1031.02,Range Managers,8
13-1041.01,Environmental Compliance Inspectors,19-1032.00,Foresters,9
13-1041.01,Environmental Compliance Inspectors,33-3031.00,Fish and Game Wardens,10
13-1041.02,Licensing Examiners and Inspectors,33-9031.00,Gaming Surveillance Officers and Gaming Investigators,1
13-1041.02,Licensing Examiners and Inspectors,33-9011.00,Animal Control Workers,2
13-1041.02,Licensing Examiners and Inspectors,43-5031.00,"Police, Fire, and Ambulance Dispatchers",3
13-1041.02,Licensing Examiners and Inspectors,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",4
13-1041.02,Licensing Examiners and Inspectors,33-3021.02,Police Identification and Records Officers,5
13-1041.02,Licensing Examiners and Inspectors,43-4111.00,"Interviewers, Except Eligibility and Loan",6
13-1041.02,Licensing Examiners and Inspectors,53-6061.00,"Transportation Attendants, Except Flight Attendants",7
13-1041.02,Licensing Examiners and Inspectors,33-3012.00,Correctional Officers and Jailers,8
13-1041.02,Licensing Examiners and Inspectors,21-1093.00,Social and Human Service Assistants,9
13-1041.02,Licensing Examiners and Inspectors,33-9093.00,Transportation Security Screeners,10
13-1041.03,Equal Opportunity Representatives and Officers,13-1071.00,Human Resources Specialists,1
13-1041.03,Equal Opportunity Representatives and Officers,23-1022.00,"Arbitrators, Mediators, and Conciliators",2
13-1041.03,Equal Opportunity Representatives and Officers,13-1031.01,"Claims Examiners, Property and Casualty Insurance",3
13-1041.03,Equal Opportunity Representatives and Officers,41-3031.02,"Sales Agents, Financial Services",4
13-1041.03,Equal Opportunity Representatives and Officers,13-2099.04,"Fraud Examiners, Investigators and Analysts",5
13-1041.03,Equal Opportunity Representatives and Officers,13-1041.07,Regulatory Affairs Specialists,6
13-1041.03,Equal Opportunity Representatives and Officers,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,7
13-1041.03,Equal Opportunity Representatives and Officers,41-3031.01,"Sales Agents, Securities and Commodities",8
13-1041.03,Equal Opportunity Representatives and Officers,21-1092.00,Probation Officers and Correctional Treatment Specialists,9
13-1041.03,Equal Opportunity Representatives and Officers,11-3121.00,Human Resources Managers,10
13-1041.04,Government Property Inspectors and Investigators,47-4011.00,Construction and Building Inspectors,1
13-1041.04,Government Property Inspectors and Investigators,33-3021.03,Criminal Investigators and Special Agents,2
13-1041.04,Government Property Inspectors and Investigators,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,3
13-1041.04,Government Property Inspectors and Investigators,11-1021.00,General and Operations Managers,4
13-1041.04,Government Property Inspectors and Investigators,45-2011.00,Agricultural Inspectors,5
